"","origin","dest","dest_city_name","year","international_service","seats","service","service_ends","service_resumes","new_service","consecutive_streak","last_served","last_streak","years_since","previously_began","service_level"
"735","JFK","PDL","Ponta Delgada, Portugal",2018,1,12774,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"736","JFK","PDL","Ponta Delgada, Portugal",2019,1,17897,1,1,0,0,2,NA,NA,NA,NA,"Service Terminated"
"737","JFK","PLS","Providenciales, Turks and Caicos Islands",2014,1,2239,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"738","JFK","PLS","Providenciales, Turks and Caicos Islands",2015,1,16316,1,0,0,0,2,NA,NA,NA,NA,"Service"
"739","JFK","PLS","Providenciales, Turks and Caicos Islands",2016,1,21440,1,0,0,0,3,NA,NA,NA,NA,"Service"
"740","JFK","PLS","Providenciales, Turks and Caicos Islands",2017,1,20157,1,0,0,0,4,NA,NA,NA,NA,"Service"
"741","JFK","PLS","Providenciales, Turks and Caicos Islands",2018,1,20010,1,0,0,0,5,NA,NA,NA,NA,"Service"
"742","JFK","PLS","Providenciales, Turks and Caicos Islands",2019,1,19528,1,0,0,0,6,NA,NA,NA,NA,"Service"
"743","JFK","PLS","Providenciales, Turks and Caicos Islands",2020,1,11961,1,0,0,0,7,NA,NA,NA,NA,"Service"
"744","JFK","PLS","Providenciales, Turks and Caicos Islands",2021,1,28575,1,0,0,0,8,NA,NA,NA,NA,"Service"
"745","JFK","PLS","Providenciales, Turks and Caicos Islands",2022,1,15359,1,0,0,0,9,NA,NA,NA,NA,"Service"
"746","JFK","PLS","Providenciales, Turks and Caicos Islands",2023,1,18075,1,NA,0,0,10,NA,NA,NA,NA,"Service"
"747","JFK","POS","Port of Spain, Trinidad and Tobago",2008,1,30269,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"748","JFK","POS","Port of Spain, Trinidad and Tobago",2009,1,40854,1,0,0,0,2,NA,NA,NA,NA,"Service"
"749","JFK","POS","Port of Spain, Trinidad and Tobago",2010,1,18998,1,1,0,0,3,NA,NA,NA,NA,"Service Terminated"
"750","JFK","PRG","Prague, Czech Republic",2009,1,20950,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"751","JFK","PRG","Prague, Czech Republic",2010,1,64352,1,0,0,0,2,NA,NA,NA,NA,"Service"
"752","JFK","PRG","Prague, Czech Republic",2011,1,68155,1,0,0,0,3,NA,NA,NA,NA,"Service"
"753","JFK","PRG","Prague, Czech Republic",2012,1,57893,1,0,0,0,4,NA,NA,NA,NA,"Service"
"754","JFK","PRG","Prague, Czech Republic",2013,1,29357,1,0,0,0,5,NA,NA,NA,NA,"Service"
"755","JFK","PRG","Prague, Czech Republic",2014,1,27147,1,0,0,0,6,NA,NA,NA,NA,"Service"
"756","JFK","PRG","Prague, Czech Republic",2015,1,29135,1,0,0,0,7,NA,NA,NA,NA,"Service"
"757","JFK","PRG","Prague, Czech Republic",2016,1,47838,1,0,0,0,8,NA,NA,NA,NA,"Service"
"758","JFK","PRG","Prague, Czech Republic",2017,1,38422,1,0,0,0,9,NA,NA,NA,NA,"Service"
"759","JFK","PRG","Prague, Czech Republic",2018,1,38545,1,0,0,0,10,NA,NA,NA,NA,"Service"
"760","JFK","PRG","Prague, Czech Republic",2019,1,42949,1,1,0,0,11,NA,NA,NA,NA,"Service Terminated"
"761","JFK","PRG","Prague, Czech Republic",2022,1,20472,1,0,1,0,1,2019,11,3,2009,"Service Resumed"
"762","JFK","PRG","Prague, Czech Republic",2023,1,30034,1,NA,0,0,2,NA,NA,NA,NA,"Service"
"763","JFK","PSA","Pisa, Italy",2007,1,25623,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"764","JFK","PSA","Pisa, Italy",2008,1,44682,1,0,0,0,2,NA,NA,NA,NA,"Service"
"765","JFK","PSA","Pisa, Italy",2009,1,35418,1,0,0,0,3,NA,NA,NA,NA,"Service"
"766","JFK","PSA","Pisa, Italy",2010,1,28927,1,0,0,0,4,NA,NA,NA,NA,"Service"
"767","JFK","PSA","Pisa, Italy",2011,1,19425,1,0,0,0,5,NA,NA,NA,NA,"Service"
"768","JFK","PSA","Pisa, Italy",2012,1,11077,1,0,0,0,6,NA,NA,NA,NA,"Service"
"769","JFK","PSA","Pisa, Italy",2013,1,10848,1,0,0,0,7,NA,NA,NA,NA,"Service"
"770","JFK","PSA","Pisa, Italy",2014,1,8190,1,0,0,0,8,NA,NA,NA,NA,"Service"
"771","JFK","PSA","Pisa, Italy",2015,1,8367,1,0,0,0,9,NA,NA,NA,NA,"Service"
"772","JFK","PSA","Pisa, Italy",2016,1,10818,1,1,0,0,10,NA,NA,NA,NA,"Service Terminated"
"773","JFK","PTY","Panama City, Panama",2007,1,1750,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"774","JFK","PTY","Panama City, Panama",2008,1,7436,1,1,0,0,2,NA,NA,NA,NA,"Service Terminated"
"775","JFK","PTY","Panama City, Panama",2022,1,20153,1,1,1,0,1,2008,2,14,2007,"Service Resumed, then Terminated"
"776","JFK","PUJ","Punta Cana, Dominican Republic",2006,1,3450,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"777","JFK","PUJ","Punta Cana, Dominican Republic",2007,1,44661,1,0,0,0,2,NA,NA,NA,NA,"Service"
"778","JFK","PUJ","Punta Cana, Dominican Republic",2008,1,36768,1,0,0,0,3,NA,NA,NA,NA,"Service"
"779","JFK","PUJ","Punta Cana, Dominican Republic",2009,1,20367,1,0,0,0,4,NA,NA,NA,NA,"Service"
"780","JFK","PUJ","Punta Cana, Dominican Republic",2010,1,12319,1,1,0,0,5,NA,NA,NA,NA,"Service Terminated"
"781","JFK","PUJ","Punta Cana, Dominican Republic",2013,1,50719,1,0,1,0,1,2010,5,3,2006,"Service Resumed"
"782","JFK","PUJ","Punta Cana, Dominican Republic",2014,1,57933,1,0,0,0,2,NA,NA,NA,NA,"Service"
"783","JFK","PUJ","Punta Cana, Dominican Republic",2015,1,60987,1,0,0,0,3,NA,NA,NA,NA,"Service"
"784","JFK","PUJ","Punta Cana, Dominican Republic",2016,1,87493,1,0,0,0,4,NA,NA,NA,NA,"Service"
"785","JFK","PUJ","Punta Cana, Dominican Republic",2017,1,96822,1,0,0,0,5,NA,NA,NA,NA,"Service"
"786","JFK","PUJ","Punta Cana, Dominican Republic",2018,1,102098,1,0,0,0,6,NA,NA,NA,NA,"Service"
"787","JFK","PUJ","Punta Cana, Dominican Republic",2019,1,96526,1,0,0,0,7,NA,NA,NA,NA,"Service"
"788","JFK","PUJ","Punta Cana, Dominican Republic",2020,1,20634,1,0,0,0,8,NA,NA,NA,NA,"Service"
"789","JFK","PUJ","Punta Cana, Dominican Republic",2021,1,62278,1,0,0,0,9,NA,NA,NA,NA,"Service"
"790","JFK","PUJ","Punta Cana, Dominican Republic",2022,1,65332,1,0,0,0,10,NA,NA,NA,NA,"Service"
"791","JFK","PUJ","Punta Cana, Dominican Republic",2023,1,53271,1,NA,0,0,11,NA,NA,NA,NA,"Service"
"792","JFK","SAL","San Salvador, El Salvador",2020,1,1600,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"793","JFK","SAL","San Salvador, El Salvador",2021,1,52792,1,0,0,0,2,NA,NA,NA,NA,"Service"
"794","JFK","SAL","San Salvador, El Salvador",2022,1,24795,1,1,0,0,3,NA,NA,NA,NA,"Service Terminated"
"795","JFK","SDQ","Santo Domingo, Dominican Republic",2004,1,85488,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"796","JFK","SDQ","Santo Domingo, Dominican Republic",2005,1,85961,1,0,0,0,2,NA,NA,NA,NA,"Service"
"797","JFK","SDQ","Santo Domingo, Dominican Republic",2006,1,57446,1,0,0,0,3,NA,NA,NA,NA,"Service"
"798","JFK","SDQ","Santo Domingo, Dominican Republic",2007,1,54702,1,0,0,0,4,NA,NA,NA,NA,"Service"
"799","JFK","SDQ","Santo Domingo, Dominican Republic",2008,1,39933,1,0,0,0,5,NA,NA,NA,NA,"Service"
"800","JFK","SDQ","Santo Domingo, Dominican Republic",2009,1,38723,1,0,0,0,6,NA,NA,NA,NA,"Service"
"801","JFK","SDQ","Santo Domingo, Dominican Republic",2010,1,58015,1,0,0,0,7,NA,NA,NA,NA,"Service"
"802","JFK","SDQ","Santo Domingo, Dominican Republic",2011,1,56768,1,0,0,0,8,NA,NA,NA,NA,"Service"
"803","JFK","SDQ","Santo Domingo, Dominican Republic",2012,1,106163,1,0,0,0,9,NA,NA,NA,NA,"Service"
"804","JFK","SDQ","Santo Domingo, Dominican Republic",2013,1,147349,1,0,0,0,10,NA,NA,NA,NA,"Service"
"805","JFK","SDQ","Santo Domingo, Dominican Republic",2014,1,201476,1,0,0,0,11,NA,NA,NA,NA,"Service"
"806","JFK","SDQ","Santo Domingo, Dominican Republic",2015,1,217704,1,0,0,0,12,NA,NA,NA,NA,"Service"
"807","JFK","SDQ","Santo Domingo, Dominican Republic",2016,1,224721,1,0,0,0,13,NA,NA,NA,NA,"Service"
"808","JFK","SDQ","Santo Domingo, Dominican Republic",2017,1,207458,1,0,0,0,14,NA,NA,NA,NA,"Service"
"809","JFK","SDQ","Santo Domingo, Dominican Republic",2018,1,195616,1,0,0,0,15,NA,NA,NA,NA,"Service"
"810","JFK","SDQ","Santo Domingo, Dominican Republic",2019,1,195263,1,0,0,0,16,NA,NA,NA,NA,"Service"
"811","JFK","SDQ","Santo Domingo, Dominican Republic",2020,1,110987,1,0,0,0,17,NA,NA,NA,NA,"Service"
"812","JFK","SDQ","Santo Domingo, Dominican Republic",2021,1,213636,1,0,0,0,18,NA,NA,NA,NA,"Service"
"813","JFK","SDQ","Santo Domingo, Dominican Republic",2022,1,163064,1,0,0,0,19,NA,NA,NA,NA,"Service"
"814","JFK","SDQ","Santo Domingo, Dominican Republic",2023,1,153678,1,NA,0,0,20,NA,NA,NA,NA,"Service"
"815","JFK","SJD","San Jose del Cabo, Mexico",2021,1,6664,1,1,NA,1,1,NA,NA,NA,NA,"Service Established, then Terminated"
"816","JFK","SJD","San Jose del Cabo, Mexico",2023,1,9758,1,NA,1,0,1,2021,1,2,2021,"Service"
"817","JFK","SJO","San Jose, Costa Rica",2008,1,20939,1,1,NA,1,1,NA,NA,NA,NA,"Service Established, then Terminated"
"818","JFK","SJO","San Jose, Costa Rica",2013,1,2344,1,0,1,0,1,2008,1,5,2008,"Service Resumed"
"819","JFK","SJO","San Jose, Costa Rica",2014,1,10043,1,1,0,0,2,NA,NA,NA,NA,"Service Terminated"
"820","JFK","SNN","Shannon, Ireland",1999,1,9685,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"821","JFK","SNN","Shannon, Ireland",2000,1,23105,1,0,0,0,2,NA,NA,NA,NA,"Service"
"822","JFK","SNN","Shannon, Ireland",2001,1,20190,1,1,0,0,3,NA,NA,NA,NA,"Service Terminated"
"823","JFK","SNN","Shannon, Ireland",2006,1,10830,1,0,1,0,1,2001,3,5,1999,"Service Resumed"
"824","JFK","SNN","Shannon, Ireland",2007,1,42130,1,0,0,0,2,NA,NA,NA,NA,"Service"
"825","JFK","SNN","Shannon, Ireland",2008,1,51821,1,0,0,0,3,NA,NA,NA,NA,"Service"
"826","JFK","SNN","Shannon, Ireland",2009,1,31905,1,0,0,0,4,NA,NA,NA,NA,"Service"
"827","JFK","SNN","Shannon, Ireland",2010,1,36668,1,0,0,0,5,NA,NA,NA,NA,"Service"
"828","JFK","SNN","Shannon, Ireland",2011,1,43314,1,0,0,0,6,NA,NA,NA,NA,"Service"
"829","JFK","SNN","Shannon, Ireland",2012,1,26472,1,0,0,0,7,NA,NA,NA,NA,"Service"
"830","JFK","SNN","Shannon, Ireland",2013,1,24309,1,0,0,0,8,NA,NA,NA,NA,"Service"
"831","JFK","SNN","Shannon, Ireland",2014,1,22583,1,0,0,0,9,NA,NA,NA,NA,"Service"
"832","JFK","SNN","Shannon, Ireland",2015,1,24809,1,0,0,0,10,NA,NA,NA,NA,"Service"
"833","JFK","SNN","Shannon, Ireland",2016,1,36176,1,0,0,0,11,NA,NA,NA,NA,"Service"
"834","JFK","SNN","Shannon, Ireland",2017,1,29920,1,0,0,0,12,NA,NA,NA,NA,"Service"
"835","JFK","SNN","Shannon, Ireland",2018,1,27759,1,0,0,0,13,NA,NA,NA,NA,"Service"
"836","JFK","SNN","Shannon, Ireland",2019,1,27789,1,1,0,0,14,NA,NA,NA,NA,"Service Terminated"
"837","JFK","STI","Santiago, Dominican Republic",2005,1,51301,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"838","JFK","STI","Santiago, Dominican Republic",2006,1,56249,1,0,0,0,2,NA,NA,NA,NA,"Service"
"839","JFK","STI","Santiago, Dominican Republic",2007,1,52469,1,0,0,0,3,NA,NA,NA,NA,"Service"
"840","JFK","STI","Santiago, Dominican Republic",2008,1,37245,1,0,0,0,4,NA,NA,NA,NA,"Service"
"841","JFK","STI","Santiago, Dominican Republic",2009,1,40555,1,0,0,0,5,NA,NA,NA,NA,"Service"
"842","JFK","STI","Santiago, Dominican Republic",2010,1,57399,1,0,0,0,6,NA,NA,NA,NA,"Service"
"843","JFK","STI","Santiago, Dominican Republic",2011,1,57501,1,0,0,0,7,NA,NA,NA,NA,"Service"
"844","JFK","STI","Santiago, Dominican Republic",2012,1,102939,1,0,0,0,8,NA,NA,NA,NA,"Service"
"845","JFK","STI","Santiago, Dominican Republic",2013,1,160205,1,0,0,0,9,NA,NA,NA,NA,"Service"
"846","JFK","STI","Santiago, Dominican Republic",2014,1,227009,1,0,0,0,10,NA,NA,NA,NA,"Service"
"847","JFK","STI","Santiago, Dominican Republic",2015,1,191330,1,0,0,0,11,NA,NA,NA,NA,"Service"
"848","JFK","STI","Santiago, Dominican Republic",2016,1,179447,1,0,0,0,12,NA,NA,NA,NA,"Service"
"849","JFK","STI","Santiago, Dominican Republic",2017,1,176407,1,0,0,0,13,NA,NA,NA,NA,"Service"
"850","JFK","STI","Santiago, Dominican Republic",2018,1,191345,1,0,0,0,14,NA,NA,NA,NA,"Service"
"851","JFK","STI","Santiago, Dominican Republic",2019,1,196147,1,0,0,0,15,NA,NA,NA,NA,"Service"
"852","JFK","STI","Santiago, Dominican Republic",2020,1,117288,1,0,0,0,16,NA,NA,NA,NA,"Service"
"853","JFK","STI","Santiago, Dominican Republic",2021,1,214366,1,0,0,0,17,NA,NA,NA,NA,"Service"
"854","JFK","STI","Santiago, Dominican Republic",2022,1,163778,1,0,0,0,18,NA,NA,NA,NA,"Service"
"855","JFK","STI","Santiago, Dominican Republic",2023,1,156947,1,NA,0,0,19,NA,NA,NA,NA,"Service"
"856","JFK","STR","Stuttgart, Germany",1998,1,60525,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"857","JFK","STR","Stuttgart, Germany",1999,1,57266,1,0,0,0,2,NA,NA,NA,NA,"Service"
"858","JFK","STR","Stuttgart, Germany",2000,1,12625,1,1,0,0,3,NA,NA,NA,NA,"Service Terminated"
"859","JFK","SVO","Moscow, Russia",1992,1,22819,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"860","JFK","SVO","Moscow, Russia",1993,1,41396,1,0,0,0,2,NA,NA,NA,NA,"Service"
"861","JFK","SVO","Moscow, Russia",1994,1,53765,1,0,0,0,3,NA,NA,NA,NA,"Service"
"862","JFK","SVO","Moscow, Russia",1995,1,53308,1,0,0,0,4,NA,NA,NA,NA,"Service"
"863","JFK","SVO","Moscow, Russia",1996,1,70627,1,0,0,0,5,NA,NA,NA,NA,"Service"
"864","JFK","SVO","Moscow, Russia",1997,1,75801,1,0,0,0,6,NA,NA,NA,NA,"Service"
"865","JFK","SVO","Moscow, Russia",1998,1,75712,1,0,0,0,7,NA,NA,NA,NA,"Service"
"866","JFK","SVO","Moscow, Russia",1999,1,70894,1,0,0,0,8,NA,NA,NA,NA,"Service"
"867","JFK","SVO","Moscow, Russia",2000,1,69545,1,0,0,0,9,NA,NA,NA,NA,"Service"
"868","JFK","SVO","Moscow, Russia",2001,1,68440,1,0,0,0,10,NA,NA,NA,NA,"Service"
"869","JFK","SVO","Moscow, Russia",2002,1,69765,1,0,0,0,11,NA,NA,NA,NA,"Service"
"870","JFK","SVO","Moscow, Russia",2003,1,69904,1,0,0,0,12,NA,NA,NA,NA,"Service"
"871","JFK","SVO","Moscow, Russia",2004,1,73594,1,0,0,0,13,NA,NA,NA,NA,"Service"
"872","JFK","SVO","Moscow, Russia",2005,1,73960,1,0,0,0,14,NA,NA,NA,NA,"Service"
"873","JFK","SVO","Moscow, Russia",2006,1,74588,1,0,0,0,15,NA,NA,NA,NA,"Service"
"874","JFK","SVO","Moscow, Russia",2007,1,66498,1,0,0,0,16,NA,NA,NA,NA,"Service"
"875","JFK","SVO","Moscow, Russia",2008,1,67758,1,0,0,0,17,NA,NA,NA,NA,"Service"
"876","JFK","SVO","Moscow, Russia",2009,1,68918,1,0,0,0,18,NA,NA,NA,NA,"Service"
"877","JFK","SVO","Moscow, Russia",2010,1,79129,1,0,0,0,19,NA,NA,NA,NA,"Service"
"878","JFK","SVO","Moscow, Russia",2011,1,77974,1,0,0,0,20,NA,NA,NA,NA,"Service"
"879","JFK","SVO","Moscow, Russia",2012,1,82973,1,0,0,0,21,NA,NA,NA,NA,"Service"
"880","JFK","SVO","Moscow, Russia",2013,1,86284,1,0,0,0,22,NA,NA,NA,NA,"Service"
"881","JFK","SVO","Moscow, Russia",2014,1,70345,1,0,0,0,23,NA,NA,NA,NA,"Service"
"882","JFK","SVO","Moscow, Russia",2015,1,38546,1,0,0,0,24,NA,NA,NA,NA,"Service"
"883","JFK","SVO","Moscow, Russia",2016,1,16374,1,0,0,0,25,NA,NA,NA,NA,"Service"
"884","JFK","SVO","Moscow, Russia",2017,1,14526,1,1,0,0,26,NA,NA,NA,NA,"Service Terminated"
"885","JFK","SXM","Philipsburg, Sint Maarten",2013,1,1240,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"886","JFK","SXM","Philipsburg, Sint Maarten",2014,1,57680,1,0,0,0,2,NA,NA,NA,NA,"Service"
"887","JFK","SXM","Philipsburg, Sint Maarten",2015,1,57999,1,0,0,0,3,NA,NA,NA,NA,"Service"
"888","JFK","SXM","Philipsburg, Sint Maarten",2016,1,62406,1,0,0,0,4,NA,NA,NA,NA,"Service"
"889","JFK","SXM","Philipsburg, Sint Maarten",2017,1,47950,1,0,0,0,5,NA,NA,NA,NA,"Service"
"890","JFK","SXM","Philipsburg, Sint Maarten",2018,1,4870,1,0,0,0,6,NA,NA,NA,NA,"Service"
"891","JFK","SXM","Philipsburg, Sint Maarten",2019,1,51313,1,0,0,0,7,NA,NA,NA,NA,"Service"
"892","JFK","SXM","Philipsburg, Sint Maarten",2020,1,13925,1,0,0,0,8,NA,NA,NA,NA,"Service"
"893","JFK","SXM","Philipsburg, Sint Maarten",2021,1,35163,1,0,0,0,9,NA,NA,NA,NA,"Service"
"894","JFK","SXM","Philipsburg, Sint Maarten",2022,1,26456,1,0,0,0,10,NA,NA,NA,NA,"Service"
"895","JFK","SXM","Philipsburg, Sint Maarten",2023,1,22878,1,NA,0,0,11,NA,NA,NA,NA,"Service"
"896","JFK","TLV","Tel Aviv, Israel",2001,1,25812,1,1,NA,1,1,NA,NA,NA,NA,"Service Established, then Terminated"
"897","JFK","TLV","Tel Aviv, Israel",2008,1,63413,1,0,1,0,1,2001,1,7,2001,"Service Resumed"
"898","JFK","TLV","Tel Aviv, Israel",2009,1,78010,1,0,0,0,2,NA,NA,NA,NA,"Service"
"899","JFK","TLV","Tel Aviv, Israel",2010,1,116189,1,0,0,0,3,NA,NA,NA,NA,"Service"
"900","JFK","TLV","Tel Aviv, Israel",2011,1,139125,1,0,0,0,4,NA,NA,NA,NA,"Service"
"901","JFK","TLV","Tel Aviv, Israel",2012,1,138460,1,0,0,0,5,NA,NA,NA,NA,"Service"
"902","JFK","TLV","Tel Aviv, Israel",2013,1,136099,1,0,0,0,6,NA,NA,NA,NA,"Service"
"903","JFK","TLV","Tel Aviv, Israel",2014,1,126090,1,0,0,0,7,NA,NA,NA,NA,"Service"
"904","JFK","TLV","Tel Aviv, Israel",2015,1,104093,1,0,0,0,8,NA,NA,NA,NA,"Service"
"905","JFK","TLV","Tel Aviv, Israel",2016,1,121588,1,0,0,0,9,NA,NA,NA,NA,"Service"
"906","JFK","TLV","Tel Aviv, Israel",2017,1,102705,1,0,0,0,10,NA,NA,NA,NA,"Service"
"907","JFK","TLV","Tel Aviv, Israel",2018,1,105014,1,0,0,0,11,NA,NA,NA,NA,"Service"
"908","JFK","TLV","Tel Aviv, Israel",2019,1,142673,1,0,0,0,12,NA,NA,NA,NA,"Service"
"909","JFK","TLV","Tel Aviv, Israel",2020,1,75210,1,0,0,0,13,NA,NA,NA,NA,"Service"
"910","JFK","TLV","Tel Aviv, Israel",2021,1,124466,1,0,0,0,14,NA,NA,NA,NA,"Service"
"911","JFK","TLV","Tel Aviv, Israel",2022,1,102952,1,0,0,0,15,NA,NA,NA,NA,"Service"
"912","JFK","TLV","Tel Aviv, Israel",2023,1,73566,1,NA,0,0,16,NA,NA,NA,NA,"Service"
"913","JFK","TXL","Berlin, Germany",1991,1,10974,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"914","JFK","TXL","Berlin, Germany",1992,1,63446,1,0,0,0,2,NA,NA,NA,NA,"Service"
"915","JFK","TXL","Berlin, Germany",1993,1,62452,1,0,0,0,3,NA,NA,NA,NA,"Service"
"916","JFK","TXL","Berlin, Germany",1994,1,51425,1,0,0,0,4,NA,NA,NA,NA,"Service"
"917","JFK","TXL","Berlin, Germany",1995,1,49332,1,0,0,0,5,NA,NA,NA,NA,"Service"
"918","JFK","TXL","Berlin, Germany",1996,1,78480,1,0,0,0,6,NA,NA,NA,NA,"Service"
"919","JFK","TXL","Berlin, Germany",1997,1,74696,1,0,0,0,7,NA,NA,NA,NA,"Service"
"920","JFK","TXL","Berlin, Germany",1998,1,9477,1,1,0,0,8,NA,NA,NA,NA,"Service Terminated"
"921","JFK","TXL","Berlin, Germany",2005,1,45900,1,0,1,0,1,1998,8,7,1991,"Service Resumed"
"922","JFK","TXL","Berlin, Germany",2006,1,66747,1,0,0,0,2,NA,NA,NA,NA,"Service"
"923","JFK","TXL","Berlin, Germany",2007,1,62108,1,0,0,0,3,NA,NA,NA,NA,"Service"
"924","JFK","TXL","Berlin, Germany",2008,1,65603,1,0,0,0,4,NA,NA,NA,NA,"Service"
"925","JFK","TXL","Berlin, Germany",2009,1,63264,1,0,0,0,5,NA,NA,NA,NA,"Service"
"926","JFK","TXL","Berlin, Germany",2010,1,63908,1,0,0,0,6,NA,NA,NA,NA,"Service"
"927","JFK","TXL","Berlin, Germany",2011,1,41089,1,1,0,0,7,NA,NA,NA,NA,"Service Terminated"
"928","JFK","TXL","Berlin, Germany",2017,1,20314,1,0,1,0,1,2011,7,6,2005,"Service Resumed"
"929","JFK","TXL","Berlin, Germany",2018,1,38569,1,0,0,0,2,NA,NA,NA,NA,"Service"
"930","JFK","TXL","Berlin, Germany",2019,1,42958,1,1,0,0,3,NA,NA,NA,NA,"Service Terminated"
"931","JFK","VCE","Venice, Italy",2000,1,39290,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"932","JFK","VCE","Venice, Italy",2001,1,56950,1,0,0,0,2,NA,NA,NA,NA,"Service"
"933","JFK","VCE","Venice, Italy",2002,1,59485,1,0,0,0,3,NA,NA,NA,NA,"Service"
"934","JFK","VCE","Venice, Italy",2003,1,48341,1,0,0,0,4,NA,NA,NA,NA,"Service"
"935","JFK","VCE","Venice, Italy",2004,1,63211,1,0,0,0,5,NA,NA,NA,NA,"Service"
"936","JFK","VCE","Venice, Italy",2005,1,66883,1,0,0,0,6,NA,NA,NA,NA,"Service"
"937","JFK","VCE","Venice, Italy",2006,1,66008,1,0,0,0,7,NA,NA,NA,NA,"Service"
"938","JFK","VCE","Venice, Italy",2007,1,65275,1,0,0,0,8,NA,NA,NA,NA,"Service"
"939","JFK","VCE","Venice, Italy",2008,1,69135,1,0,0,0,9,NA,NA,NA,NA,"Service"
"940","JFK","VCE","Venice, Italy",2009,1,63824,1,0,0,0,10,NA,NA,NA,NA,"Service"
"941","JFK","VCE","Venice, Italy",2010,1,69025,1,0,0,0,11,NA,NA,NA,NA,"Service"
"942","JFK","VCE","Venice, Italy",2011,1,66575,1,0,0,0,12,NA,NA,NA,NA,"Service"
"943","JFK","VCE","Venice, Italy",2012,1,67926,1,0,0,0,13,NA,NA,NA,NA,"Service"
"944","JFK","VCE","Venice, Italy",2013,1,60057,1,0,0,0,14,NA,NA,NA,NA,"Service"
"945","JFK","VCE","Venice, Italy",2014,1,48905,1,0,0,0,15,NA,NA,NA,NA,"Service"
"946","JFK","VCE","Venice, Italy",2015,1,50652,1,0,0,0,16,NA,NA,NA,NA,"Service"
"947","JFK","VCE","Venice, Italy",2016,1,53294,1,0,0,0,17,NA,NA,NA,NA,"Service"
"948","JFK","VCE","Venice, Italy",2017,1,48935,1,0,0,0,18,NA,NA,NA,NA,"Service"
"949","JFK","VCE","Venice, Italy",2018,1,50444,1,0,0,0,19,NA,NA,NA,NA,"Service"
"950","JFK","VCE","Venice, Italy",2019,1,43829,1,1,0,0,20,NA,NA,NA,NA,"Service Terminated"
"951","JFK","VCE","Venice, Italy",2021,1,17878,1,0,1,0,1,2019,20,2,2000,"Service Resumed"
"952","JFK","VCE","Venice, Italy",2022,1,36908,1,0,0,0,2,NA,NA,NA,NA,"Service"
"953","JFK","VCE","Venice, Italy",2023,1,50795,1,NA,0,0,3,NA,NA,NA,NA,"Service"
"954","JFK","VIE","Vienna, Austria",1992,1,17978,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"955","JFK","VIE","Vienna, Austria",1993,1,18144,1,1,0,0,2,NA,NA,NA,NA,"Service Terminated"
"956","JFK","VLC","Valencia, Spain",2009,1,11564,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"957","JFK","VLC","Valencia, Spain",2010,1,10144,1,0,0,0,2,NA,NA,NA,NA,"Service"
"958","JFK","VLC","Valencia, Spain",2011,1,8114,1,0,0,0,3,NA,NA,NA,NA,"Service"
"959","JFK","VLC","Valencia, Spain",2012,1,8844,1,1,0,0,4,NA,NA,NA,NA,"Service Terminated"
"960","JFK","WAW","Warsaw, Poland",1998,1,46916,1,1,NA,1,1,NA,NA,NA,NA,"Service Established, then Terminated"
"961","JFK","YUL","Montreal, Canada",1995,1,33654,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"962","JFK","YUL","Montreal, Canada",1996,1,37151,1,1,0,0,2,NA,NA,NA,NA,"Service Terminated"
"963","JFK","YVR","Vancouver, Canada",2013,1,12800,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"964","JFK","YVR","Vancouver, Canada",2014,1,14559,1,0,0,0,2,NA,NA,NA,NA,"Service"
"965","JFK","YVR","Vancouver, Canada",2015,1,14240,1,0,0,0,3,NA,NA,NA,NA,"Service"
"966","JFK","YVR","Vancouver, Canada",2016,1,13119,1,0,0,0,4,NA,NA,NA,NA,"Service"
"967","JFK","YVR","Vancouver, Canada",2017,1,11516,1,0,0,0,5,NA,NA,NA,NA,"Service"
"968","JFK","YVR","Vancouver, Canada",2018,1,12055,1,0,0,0,6,NA,NA,NA,NA,"Service"
"969","JFK","YVR","Vancouver, Canada",2019,1,12777,1,1,0,0,7,NA,NA,NA,NA,"Service Terminated"
"970","JFK","YYZ","Toronto, Canada",2016,1,21145,1,1,NA,1,1,NA,NA,NA,NA,"Service Established, then Terminated"
"971","JFK","ZRH","Zurich, Switzerland",1991,1,6324,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
