"","origin","dest","dest_city_name","year","international_service","seats","service","service_ends","service_resumes","new_service","consecutive_streak","last_served","last_streak","years_since","previously_began","service_level"
"488","JFK","KIN","Kingston, Jamaica",2020,1,11680,1,1,0,0,3,NA,NA,NA,NA,"Service Terminated"
"489","JFK","LGW","London, United Kingdom",2006,1,9847,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"490","JFK","LGW","London, United Kingdom",2007,1,112622,1,0,0,0,2,NA,NA,NA,NA,"Service"
"491","JFK","LGW","London, United Kingdom",2008,1,43421,1,1,0,0,3,NA,NA,NA,NA,"Service Terminated"
"492","JFK","LGW","London, United Kingdom",2023,1,39901,1,NA,1,0,1,2008,3,15,2006,"Service"
"493","JFK","LHR","London, United Kingdom",2008,1,117239,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"494","JFK","LHR","London, United Kingdom",2009,1,167674,1,0,0,0,2,NA,NA,NA,NA,"Service"
"495","JFK","LHR","London, United Kingdom",2010,1,197439,1,0,0,0,3,NA,NA,NA,NA,"Service"
"496","JFK","LHR","London, United Kingdom",2011,1,262118,1,0,0,0,4,NA,NA,NA,NA,"Service"
"497","JFK","LHR","London, United Kingdom",2012,1,259289,1,0,0,0,5,NA,NA,NA,NA,"Service"
"498","JFK","LHR","London, United Kingdom",2013,1,253445,1,0,0,0,6,NA,NA,NA,NA,"Service"
"499","JFK","LHR","London, United Kingdom",2014,1,242606,1,0,0,0,7,NA,NA,NA,NA,"Service"
"500","JFK","LHR","London, United Kingdom",2015,1,225527,1,0,0,0,8,NA,NA,NA,NA,"Service"
"501","JFK","LHR","London, United Kingdom",2016,1,224037,1,0,0,0,9,NA,NA,NA,NA,"Service"
"502","JFK","LHR","London, United Kingdom",2017,1,236781,1,0,0,0,10,NA,NA,NA,NA,"Service"
"503","JFK","LHR","London, United Kingdom",2018,1,191782,1,0,0,0,11,NA,NA,NA,NA,"Service"
"504","JFK","LHR","London, United Kingdom",2019,1,171278,1,0,0,0,12,NA,NA,NA,NA,"Service"
"505","JFK","LHR","London, United Kingdom",2020,1,70279,1,0,0,0,13,NA,NA,NA,NA,"Service"
"506","JFK","LHR","London, United Kingdom",2021,1,85580,1,0,0,0,14,NA,NA,NA,NA,"Service"
"507","JFK","LHR","London, United Kingdom",2022,1,153451,1,0,0,0,15,NA,NA,NA,NA,"Service"
"508","JFK","LHR","London, United Kingdom",2023,1,147465,1,NA,0,0,16,NA,NA,NA,NA,"Service"
"509","JFK","LIR","Liberia, Costa Rica",2016,1,18239,1,1,NA,1,1,NA,NA,NA,NA,"Service Established, then Terminated"
"510","JFK","LIS","Lisbon, Portugal",1991,1,2317,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"511","JFK","LIS","Lisbon, Portugal",1992,1,26429,1,0,0,0,2,NA,NA,NA,NA,"Service"
"512","JFK","LIS","Lisbon, Portugal",1993,1,32401,1,0,0,0,3,NA,NA,NA,NA,"Service"
"513","JFK","LIS","Lisbon, Portugal",1994,1,44727,1,0,0,0,4,NA,NA,NA,NA,"Service"
"514","JFK","LIS","Lisbon, Portugal",1995,1,42427,1,1,0,0,5,NA,NA,NA,NA,"Service Terminated"
"515","JFK","LIS","Lisbon, Portugal",2017,1,22437,1,0,1,0,1,1995,5,22,1991,"Service Resumed"
"516","JFK","LIS","Lisbon, Portugal",2018,1,36571,1,0,0,0,2,NA,NA,NA,NA,"Service"
"517","JFK","LIS","Lisbon, Portugal",2019,1,50263,1,0,0,0,3,NA,NA,NA,NA,"Service"
"518","JFK","LIS","Lisbon, Portugal",2020,1,6834,1,0,0,0,4,NA,NA,NA,NA,"Service"
"519","JFK","LIS","Lisbon, Portugal",2021,1,7120,1,0,0,0,5,NA,NA,NA,NA,"Service"
"520","JFK","LIS","Lisbon, Portugal",2022,1,62313,1,0,0,0,6,NA,NA,NA,NA,"Service"
"521","JFK","LIS","Lisbon, Portugal",2023,1,65840,1,NA,0,0,7,NA,NA,NA,NA,"Service"
"522","JFK","LOS","Lagos, Nigeria",2018,1,27589,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"523","JFK","LOS","Lagos, Nigeria",2019,1,36235,1,0,0,0,2,NA,NA,NA,NA,"Service"
"524","JFK","LOS","Lagos, Nigeria",2020,1,3259,1,0,0,0,3,NA,NA,NA,NA,"Service"
"525","JFK","LOS","Lagos, Nigeria",2021,1,12287,1,0,0,0,4,NA,NA,NA,NA,"Service"
"526","JFK","LOS","Lagos, Nigeria",2022,1,8204,1,1,0,0,5,NA,NA,NA,NA,"Service Terminated"
"527","JFK","LYS","Lyon, France",2000,1,50540,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"528","JFK","LYS","Lyon, France",2001,1,46450,1,1,0,0,2,NA,NA,NA,NA,"Service Terminated"
"529","JFK","LYS","Lyon, France",2008,1,17406,1,0,1,0,1,2001,2,7,2000,"Service Resumed"
"530","JFK","LYS","Lyon, France",2009,1,30624,1,1,0,0,2,NA,NA,NA,NA,"Service Terminated"
"531","JFK","MAD","Madrid, Spain",1997,1,43639,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"532","JFK","MAD","Madrid, Spain",1998,1,76889,1,0,0,0,2,NA,NA,NA,NA,"Service"
"533","JFK","MAD","Madrid, Spain",1999,1,68788,1,0,0,0,3,NA,NA,NA,NA,"Service"
"534","JFK","MAD","Madrid, Spain",2000,1,70820,1,0,0,0,4,NA,NA,NA,NA,"Service"
"535","JFK","MAD","Madrid, Spain",2001,1,69315,1,0,0,0,5,NA,NA,NA,NA,"Service"
"536","JFK","MAD","Madrid, Spain",2002,1,71185,1,0,0,0,6,NA,NA,NA,NA,"Service"
"537","JFK","MAD","Madrid, Spain",2003,1,60263,1,0,0,0,7,NA,NA,NA,NA,"Service"
"538","JFK","MAD","Madrid, Spain",2004,1,61247,1,0,0,0,8,NA,NA,NA,NA,"Service"
"539","JFK","MAD","Madrid, Spain",2005,1,43028,1,0,0,0,9,NA,NA,NA,NA,"Service"
"540","JFK","MAD","Madrid, Spain",2006,1,53549,1,0,0,0,10,NA,NA,NA,NA,"Service"
"541","JFK","MAD","Madrid, Spain",2007,1,68981,1,0,0,0,11,NA,NA,NA,NA,"Service"
"542","JFK","MAD","Madrid, Spain",2008,1,73762,1,0,0,0,12,NA,NA,NA,NA,"Service"
"543","JFK","MAD","Madrid, Spain",2009,1,77268,1,0,0,0,13,NA,NA,NA,NA,"Service"
"544","JFK","MAD","Madrid, Spain",2010,1,80586,1,0,0,0,14,NA,NA,NA,NA,"Service"
"545","JFK","MAD","Madrid, Spain",2011,1,76317,1,0,0,0,15,NA,NA,NA,NA,"Service"
"546","JFK","MAD","Madrid, Spain",2012,1,65379,1,0,0,0,16,NA,NA,NA,NA,"Service"
"547","JFK","MAD","Madrid, Spain",2013,1,70975,1,0,0,0,17,NA,NA,NA,NA,"Service"
"548","JFK","MAD","Madrid, Spain",2014,1,71824,1,0,0,0,18,NA,NA,NA,NA,"Service"
"549","JFK","MAD","Madrid, Spain",2015,1,72537,1,0,0,0,19,NA,NA,NA,NA,"Service"
"550","JFK","MAD","Madrid, Spain",2016,1,82366,1,0,0,0,20,NA,NA,NA,NA,"Service"
"551","JFK","MAD","Madrid, Spain",2017,1,71711,1,0,0,0,21,NA,NA,NA,NA,"Service"
"552","JFK","MAD","Madrid, Spain",2018,1,68059,1,0,0,0,22,NA,NA,NA,NA,"Service"
"553","JFK","MAD","Madrid, Spain",2019,1,69699,1,0,0,0,23,NA,NA,NA,NA,"Service"
"554","JFK","MAD","Madrid, Spain",2020,1,16434,1,0,0,0,24,NA,NA,NA,NA,"Service"
"555","JFK","MAD","Madrid, Spain",2021,1,47845,1,0,0,0,25,NA,NA,NA,NA,"Service"
"556","JFK","MAD","Madrid, Spain",2022,1,78435,1,0,0,0,26,NA,NA,NA,NA,"Service"
"557","JFK","MAD","Madrid, Spain",2023,1,64188,1,NA,0,0,27,NA,NA,NA,NA,"Service"
"558","JFK","MAN","Manchester, United Kingdom",1997,1,45338,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"559","JFK","MAN","Manchester, United Kingdom",1998,1,70053,1,0,0,0,2,NA,NA,NA,NA,"Service"
"560","JFK","MAN","Manchester, United Kingdom",1999,1,62128,1,0,0,0,3,NA,NA,NA,NA,"Service"
"561","JFK","MAN","Manchester, United Kingdom",2000,1,64985,1,1,0,0,4,NA,NA,NA,NA,"Service Terminated"
"562","JFK","MAN","Manchester, United Kingdom",2006,1,59886,1,0,1,0,1,2000,4,6,1997,"Service Resumed"
"563","JFK","MAN","Manchester, United Kingdom",2007,1,52956,1,0,0,0,2,NA,NA,NA,NA,"Service"
"564","JFK","MAN","Manchester, United Kingdom",2008,1,56423,1,0,0,0,3,NA,NA,NA,NA,"Service"
"565","JFK","MAN","Manchester, United Kingdom",2009,1,60499,1,0,0,0,4,NA,NA,NA,NA,"Service"
"566","JFK","MAN","Manchester, United Kingdom",2010,1,35520,1,0,0,0,5,NA,NA,NA,NA,"Service"
"567","JFK","MAN","Manchester, United Kingdom",2011,1,30815,1,1,0,0,6,NA,NA,NA,NA,"Service Terminated"
"568","JFK","MAN","Manchester, United Kingdom",2015,1,36804,1,0,1,0,1,2011,6,4,2006,"Service Resumed"
"569","JFK","MAN","Manchester, United Kingdom",2016,1,67684,1,0,0,0,2,NA,NA,NA,NA,"Service"
"570","JFK","MAN","Manchester, United Kingdom",2017,1,19788,1,1,0,0,3,NA,NA,NA,NA,"Service Terminated"
"571","JFK","MBJ","Montego Bay, Jamaica",2007,1,13329,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"572","JFK","MBJ","Montego Bay, Jamaica",2008,1,24918,1,0,0,0,2,NA,NA,NA,NA,"Service"
"573","JFK","MBJ","Montego Bay, Jamaica",2009,1,14468,1,0,0,0,3,NA,NA,NA,NA,"Service"
"574","JFK","MBJ","Montego Bay, Jamaica",2010,1,28875,1,1,0,0,4,NA,NA,NA,NA,"Service Terminated"
"575","JFK","MBJ","Montego Bay, Jamaica",2012,1,2559,1,0,1,0,1,2010,4,2,2007,"Service Resumed"
"576","JFK","MBJ","Montego Bay, Jamaica",2013,1,57590,1,0,0,0,2,NA,NA,NA,NA,"Service"
"577","JFK","MBJ","Montego Bay, Jamaica",2014,1,57101,1,0,0,0,3,NA,NA,NA,NA,"Service"
"578","JFK","MBJ","Montego Bay, Jamaica",2015,1,51177,1,0,0,0,4,NA,NA,NA,NA,"Service"
"579","JFK","MBJ","Montego Bay, Jamaica",2016,1,59220,1,0,0,0,5,NA,NA,NA,NA,"Service"
"580","JFK","MBJ","Montego Bay, Jamaica",2017,1,57391,1,0,0,0,6,NA,NA,NA,NA,"Service"
"581","JFK","MBJ","Montego Bay, Jamaica",2018,1,53802,1,0,0,0,7,NA,NA,NA,NA,"Service"
"582","JFK","MBJ","Montego Bay, Jamaica",2019,1,57850,1,0,0,0,8,NA,NA,NA,NA,"Service"
"583","JFK","MBJ","Montego Bay, Jamaica",2020,1,28917,1,0,0,0,9,NA,NA,NA,NA,"Service"
"584","JFK","MBJ","Montego Bay, Jamaica",2021,1,64925,1,0,0,0,10,NA,NA,NA,NA,"Service"
"585","JFK","MBJ","Montego Bay, Jamaica",2022,1,59402,1,0,0,0,11,NA,NA,NA,NA,"Service"
"586","JFK","MBJ","Montego Bay, Jamaica",2023,1,49220,1,NA,0,0,12,NA,NA,NA,NA,"Service"
"587","JFK","MEX","Mexico City, Mexico",1991,1,4675,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"588","JFK","MEX","Mexico City, Mexico",1992,1,67133,1,0,0,0,2,NA,NA,NA,NA,"Service"
"589","JFK","MEX","Mexico City, Mexico",1993,1,65710,1,0,0,0,3,NA,NA,NA,NA,"Service"
"590","JFK","MEX","Mexico City, Mexico",1994,1,65132,1,0,0,0,4,NA,NA,NA,NA,"Service"
"591","JFK","MEX","Mexico City, Mexico",1995,1,65074,1,0,0,0,5,NA,NA,NA,NA,"Service"
"592","JFK","MEX","Mexico City, Mexico",1996,1,64729,1,0,0,0,6,NA,NA,NA,NA,"Service"
"593","JFK","MEX","Mexico City, Mexico",1997,1,65697,1,0,0,0,7,NA,NA,NA,NA,"Service"
"594","JFK","MEX","Mexico City, Mexico",1998,1,65337,1,0,0,0,8,NA,NA,NA,NA,"Service"
"595","JFK","MEX","Mexico City, Mexico",1999,1,64748,1,0,0,0,9,NA,NA,NA,NA,"Service"
"596","JFK","MEX","Mexico City, Mexico",2000,1,64346,1,0,0,0,10,NA,NA,NA,NA,"Service"
"597","JFK","MEX","Mexico City, Mexico",2001,1,63633,1,0,0,0,11,NA,NA,NA,NA,"Service"
"598","JFK","MEX","Mexico City, Mexico",2002,1,65112,1,0,0,0,12,NA,NA,NA,NA,"Service"
"599","JFK","MEX","Mexico City, Mexico",2003,1,65401,1,0,0,0,13,NA,NA,NA,NA,"Service"
"600","JFK","MEX","Mexico City, Mexico",2004,1,66220,1,0,0,0,14,NA,NA,NA,NA,"Service"
"601","JFK","MEX","Mexico City, Mexico",2005,1,64773,1,0,0,0,15,NA,NA,NA,NA,"Service"
"602","JFK","MEX","Mexico City, Mexico",2006,1,68315,1,0,0,0,16,NA,NA,NA,NA,"Service"
"603","JFK","MEX","Mexico City, Mexico",2007,1,105159,1,0,0,0,17,NA,NA,NA,NA,"Service"
"604","JFK","MEX","Mexico City, Mexico",2008,1,81781,1,0,0,0,18,NA,NA,NA,NA,"Service"
"605","JFK","MEX","Mexico City, Mexico",2009,1,60840,1,0,0,0,19,NA,NA,NA,NA,"Service"
"606","JFK","MEX","Mexico City, Mexico",2010,1,65335,1,0,0,0,20,NA,NA,NA,NA,"Service"
"607","JFK","MEX","Mexico City, Mexico",2011,1,64340,1,0,0,0,21,NA,NA,NA,NA,"Service"
"608","JFK","MEX","Mexico City, Mexico",2012,1,73195,1,0,0,0,22,NA,NA,NA,NA,"Service"
"609","JFK","MEX","Mexico City, Mexico",2013,1,64210,1,0,0,0,23,NA,NA,NA,NA,"Service"
"610","JFK","MEX","Mexico City, Mexico",2014,1,67092,1,0,0,0,24,NA,NA,NA,NA,"Service"
"611","JFK","MEX","Mexico City, Mexico",2015,1,68044,1,0,0,0,25,NA,NA,NA,NA,"Service"
"612","JFK","MEX","Mexico City, Mexico",2016,1,68107,1,0,0,0,26,NA,NA,NA,NA,"Service"
"613","JFK","MEX","Mexico City, Mexico",2017,1,72279,1,0,0,0,27,NA,NA,NA,NA,"Service"
"614","JFK","MEX","Mexico City, Mexico",2018,1,69928,1,0,0,0,28,NA,NA,NA,NA,"Service"
"615","JFK","MEX","Mexico City, Mexico",2019,1,94864,1,0,0,0,29,NA,NA,NA,NA,"Service"
"616","JFK","MEX","Mexico City, Mexico",2020,1,93879,1,0,0,0,30,NA,NA,NA,NA,"Service"
"617","JFK","MEX","Mexico City, Mexico",2021,1,94313,1,0,0,0,31,NA,NA,NA,NA,"Service"
"618","JFK","MEX","Mexico City, Mexico",2022,1,65623,1,0,0,0,32,NA,NA,NA,NA,"Service"
"619","JFK","MEX","Mexico City, Mexico",2023,1,57140,1,NA,0,0,33,NA,NA,NA,NA,"Service"
"620","JFK","MUC","Munich, Germany",1991,1,11132,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"621","JFK","MUC","Munich, Germany",1992,1,61432,1,0,0,0,2,NA,NA,NA,NA,"Service"
"622","JFK","MUC","Munich, Germany",1993,1,64078,1,0,0,0,3,NA,NA,NA,NA,"Service"
"623","JFK","MUC","Munich, Germany",1994,1,68962,1,0,0,0,4,NA,NA,NA,NA,"Service"
"624","JFK","MUC","Munich, Germany",1995,1,71905,1,0,0,0,5,NA,NA,NA,NA,"Service"
"625","JFK","MUC","Munich, Germany",1996,1,79134,1,0,0,0,6,NA,NA,NA,NA,"Service"
"626","JFK","MUC","Munich, Germany",1997,1,76873,1,0,0,0,7,NA,NA,NA,NA,"Service"
"627","JFK","MUC","Munich, Germany",1998,1,76055,1,0,0,0,8,NA,NA,NA,NA,"Service"
"628","JFK","MUC","Munich, Germany",1999,1,71553,1,0,0,0,9,NA,NA,NA,NA,"Service"
"629","JFK","MUC","Munich, Germany",2000,1,69370,1,0,0,0,10,NA,NA,NA,NA,"Service"
"630","JFK","MUC","Munich, Germany",2001,1,48600,1,1,0,0,11,NA,NA,NA,NA,"Service Terminated"
"631","JFK","MXP","Milan, Italy",1991,1,8644,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"632","JFK","MXP","Milan, Italy",1992,1,60878,1,0,0,0,2,NA,NA,NA,NA,"Service"
"633","JFK","MXP","Milan, Italy",1993,1,61770,1,0,0,0,3,NA,NA,NA,NA,"Service"
"634","JFK","MXP","Milan, Italy",1994,1,71370,1,0,0,0,4,NA,NA,NA,NA,"Service"
"635","JFK","MXP","Milan, Italy",1995,1,78698,1,0,0,0,5,NA,NA,NA,NA,"Service"
"636","JFK","MXP","Milan, Italy",1996,1,78257,1,0,0,0,6,NA,NA,NA,NA,"Service"
"637","JFK","MXP","Milan, Italy",1997,1,74517,1,0,0,0,7,NA,NA,NA,NA,"Service"
"638","JFK","MXP","Milan, Italy",1998,1,76064,1,0,0,0,8,NA,NA,NA,NA,"Service"
"639","JFK","MXP","Milan, Italy",1999,1,68409,1,0,0,0,9,NA,NA,NA,NA,"Service"
"640","JFK","MXP","Milan, Italy",2000,1,70134,1,0,0,0,10,NA,NA,NA,NA,"Service"
"641","JFK","MXP","Milan, Italy",2001,1,65895,1,0,0,0,11,NA,NA,NA,NA,"Service"
"642","JFK","MXP","Milan, Italy",2002,1,66095,1,0,0,0,12,NA,NA,NA,NA,"Service"
"643","JFK","MXP","Milan, Italy",2003,1,24682,1,0,0,0,13,NA,NA,NA,NA,"Service"
"644","JFK","MXP","Milan, Italy",2004,1,62464,1,0,0,0,14,NA,NA,NA,NA,"Service"
"645","JFK","MXP","Milan, Italy",2005,1,62663,1,0,0,0,15,NA,NA,NA,NA,"Service"
"646","JFK","MXP","Milan, Italy",2006,1,66148,1,0,0,0,16,NA,NA,NA,NA,"Service"
"647","JFK","MXP","Milan, Italy",2007,1,65230,1,0,0,0,17,NA,NA,NA,NA,"Service"
"648","JFK","MXP","Milan, Italy",2008,1,68416,1,0,0,0,18,NA,NA,NA,NA,"Service"
"649","JFK","MXP","Milan, Italy",2009,1,67603,1,0,0,0,19,NA,NA,NA,NA,"Service"
"650","JFK","MXP","Milan, Italy",2010,1,78144,1,0,0,0,20,NA,NA,NA,NA,"Service"
"651","JFK","MXP","Milan, Italy",2011,1,84840,1,0,0,0,21,NA,NA,NA,NA,"Service"
"652","JFK","MXP","Milan, Italy",2012,1,87546,1,0,0,0,22,NA,NA,NA,NA,"Service"
"653","JFK","MXP","Milan, Italy",2013,1,88820,1,0,0,0,23,NA,NA,NA,NA,"Service"
"654","JFK","MXP","Milan, Italy",2014,1,98501,1,0,0,0,24,NA,NA,NA,NA,"Service"
"655","JFK","MXP","Milan, Italy",2015,1,101341,1,0,0,0,25,NA,NA,NA,NA,"Service"
"656","JFK","MXP","Milan, Italy",2016,1,101739,1,0,0,0,26,NA,NA,NA,NA,"Service"
"657","JFK","MXP","Milan, Italy",2017,1,104157,1,0,0,0,27,NA,NA,NA,NA,"Service"
"658","JFK","MXP","Milan, Italy",2018,1,104442,1,0,0,0,28,NA,NA,NA,NA,"Service"
"659","JFK","MXP","Milan, Italy",2019,1,106187,1,0,0,0,29,NA,NA,NA,NA,"Service"
"660","JFK","MXP","Milan, Italy",2020,1,36591,1,0,0,0,30,NA,NA,NA,NA,"Service"
"661","JFK","MXP","Milan, Italy",2021,1,76331,1,0,0,0,31,NA,NA,NA,NA,"Service"
"662","JFK","MXP","Milan, Italy",2022,1,114903,1,0,0,0,32,NA,NA,NA,NA,"Service"
"663","JFK","MXP","Milan, Italy",2023,1,123775,1,NA,0,0,33,NA,NA,NA,NA,"Service"
"664","JFK","NAS","Nassau, The Bahamas",2004,1,6169,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"665","JFK","NAS","Nassau, The Bahamas",2005,1,62454,1,0,0,0,2,NA,NA,NA,NA,"Service"
"666","JFK","NAS","Nassau, The Bahamas",2006,1,2587,1,1,0,0,3,NA,NA,NA,NA,"Service Terminated"
"667","JFK","NAS","Nassau, The Bahamas",2014,1,36041,1,0,1,0,1,2006,3,8,2004,"Service Resumed"
"668","JFK","NAS","Nassau, The Bahamas",2015,1,47517,1,0,0,0,2,NA,NA,NA,NA,"Service"
"669","JFK","NAS","Nassau, The Bahamas",2016,1,50999,1,0,0,0,3,NA,NA,NA,NA,"Service"
"670","JFK","NAS","Nassau, The Bahamas",2017,1,51258,1,0,0,0,4,NA,NA,NA,NA,"Service"
"671","JFK","NAS","Nassau, The Bahamas",2018,1,64452,1,0,0,0,5,NA,NA,NA,NA,"Service"
"672","JFK","NAS","Nassau, The Bahamas",2019,1,102137,1,0,0,0,6,NA,NA,NA,NA,"Service"
"673","JFK","NAS","Nassau, The Bahamas",2020,1,25808,1,0,0,0,7,NA,NA,NA,NA,"Service"
"674","JFK","NAS","Nassau, The Bahamas",2021,1,48169,1,0,0,0,8,NA,NA,NA,NA,"Service"
"675","JFK","NAS","Nassau, The Bahamas",2022,1,57063,1,0,0,0,9,NA,NA,NA,NA,"Service"
"676","JFK","NAS","Nassau, The Bahamas",2023,1,51836,1,NA,0,0,10,NA,NA,NA,NA,"Service"
"677","JFK","NCE","Nice, France",1991,1,4806,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"678","JFK","NCE","Nice, France",1992,1,44602,1,0,0,0,2,NA,NA,NA,NA,"Service"
"679","JFK","NCE","Nice, France",1993,1,54268,1,0,0,0,3,NA,NA,NA,NA,"Service"
"680","JFK","NCE","Nice, France",1994,1,60311,1,0,0,0,4,NA,NA,NA,NA,"Service"
"681","JFK","NCE","Nice, France",1995,1,49788,1,0,0,0,5,NA,NA,NA,NA,"Service"
"682","JFK","NCE","Nice, France",1996,1,65718,1,0,0,0,6,NA,NA,NA,NA,"Service"
"683","JFK","NCE","Nice, France",1997,1,66297,1,0,0,0,7,NA,NA,NA,NA,"Service"
"684","JFK","NCE","Nice, France",1998,1,69343,1,0,0,0,8,NA,NA,NA,NA,"Service"
"685","JFK","NCE","Nice, France",1999,1,59787,1,0,0,0,9,NA,NA,NA,NA,"Service"
"686","JFK","NCE","Nice, France",2000,1,63740,1,0,0,0,10,NA,NA,NA,NA,"Service"
"687","JFK","NCE","Nice, France",2001,1,65655,1,0,0,0,11,NA,NA,NA,NA,"Service"
"688","JFK","NCE","Nice, France",2002,1,64065,1,0,0,0,12,NA,NA,NA,NA,"Service"
"689","JFK","NCE","Nice, France",2003,1,48933,1,0,0,0,13,NA,NA,NA,NA,"Service"
"690","JFK","NCE","Nice, France",2004,1,63803,1,0,0,0,14,NA,NA,NA,NA,"Service"
"691","JFK","NCE","Nice, France",2005,1,62280,1,0,0,0,15,NA,NA,NA,NA,"Service"
"692","JFK","NCE","Nice, France",2006,1,58874,1,0,0,0,16,NA,NA,NA,NA,"Service"
"693","JFK","NCE","Nice, France",2007,1,59389,1,0,0,0,17,NA,NA,NA,NA,"Service"
"694","JFK","NCE","Nice, France",2008,1,62856,1,0,0,0,18,NA,NA,NA,NA,"Service"
"695","JFK","NCE","Nice, France",2009,1,60054,1,0,0,0,19,NA,NA,NA,NA,"Service"
"696","JFK","NCE","Nice, France",2010,1,62681,1,0,0,0,20,NA,NA,NA,NA,"Service"
"697","JFK","NCE","Nice, France",2011,1,65691,1,0,0,0,21,NA,NA,NA,NA,"Service"
"698","JFK","NCE","Nice, France",2012,1,57370,1,0,0,0,22,NA,NA,NA,NA,"Service"
"699","JFK","NCE","Nice, France",2013,1,57223,1,0,0,0,23,NA,NA,NA,NA,"Service"
"700","JFK","NCE","Nice, France",2014,1,54696,1,0,0,0,24,NA,NA,NA,NA,"Service"
"701","JFK","NCE","Nice, France",2015,1,56626,1,0,0,0,25,NA,NA,NA,NA,"Service"
"702","JFK","NCE","Nice, France",2016,1,62850,1,0,0,0,26,NA,NA,NA,NA,"Service"
"703","JFK","NCE","Nice, France",2017,1,47910,1,0,0,0,27,NA,NA,NA,NA,"Service"
"704","JFK","NCE","Nice, France",2018,1,46745,1,0,0,0,28,NA,NA,NA,NA,"Service"
"705","JFK","NCE","Nice, France",2019,1,50485,1,1,0,0,29,NA,NA,NA,NA,"Service Terminated"
"706","JFK","NCE","Nice, France",2021,1,16423,1,0,1,0,1,2019,29,2,1991,"Service Resumed"
"707","JFK","NCE","Nice, France",2022,1,48647,1,0,0,0,2,NA,NA,NA,NA,"Service"
"708","JFK","NCE","Nice, France",2023,1,50348,1,NA,0,0,3,NA,NA,NA,NA,"Service"
"709","JFK","NRT","Tokyo, Japan",2001,1,41280,1,1,NA,1,1,NA,NA,NA,NA,"Service Established, then Terminated"
"710","JFK","NRT","Tokyo, Japan",2009,1,56624,1,0,1,0,1,2001,1,8,2001,"Service Resumed"
"711","JFK","NRT","Tokyo, Japan",2010,1,125634,1,0,0,0,2,NA,NA,NA,NA,"Service"
"712","JFK","NRT","Tokyo, Japan",2011,1,138771,1,0,0,0,3,NA,NA,NA,NA,"Service"
"713","JFK","NRT","Tokyo, Japan",2012,1,136965,1,0,0,0,4,NA,NA,NA,NA,"Service"
"714","JFK","NRT","Tokyo, Japan",2013,1,135733,1,0,0,0,5,NA,NA,NA,NA,"Service"
"715","JFK","NRT","Tokyo, Japan",2014,1,129042,1,0,0,0,6,NA,NA,NA,NA,"Service"
"716","JFK","NRT","Tokyo, Japan",2015,1,101247,1,0,0,0,7,NA,NA,NA,NA,"Service"
"717","JFK","NRT","Tokyo, Japan",2016,1,75067,1,1,0,0,8,NA,NA,NA,NA,"Service Terminated"
"718","JFK","ORY","Paris, France",1991,1,11745,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"719","JFK","ORY","Paris, France",1992,1,98400,1,0,0,0,2,NA,NA,NA,NA,"Service"
"720","JFK","ORY","Paris, France",1993,1,67338,1,0,0,0,3,NA,NA,NA,NA,"Service"
"721","JFK","ORY","Paris, France",1994,1,79134,1,0,0,0,4,NA,NA,NA,NA,"Service"
"722","JFK","ORY","Paris, France",1995,1,77793,1,0,0,0,5,NA,NA,NA,NA,"Service"
"723","JFK","ORY","Paris, France",1996,1,78813,1,0,0,0,6,NA,NA,NA,NA,"Service"
"724","JFK","ORY","Paris, France",1997,1,19678,1,1,0,0,7,NA,NA,NA,NA,"Service Terminated"
"725","JFK","OTP","Bucharest, Romania",2007,1,23959,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"726","JFK","OTP","Bucharest, Romania",2008,1,30778,1,0,0,0,2,NA,NA,NA,NA,"Service"
"727","JFK","OTP","Bucharest, Romania",2009,1,11232,1,1,0,0,3,NA,NA,NA,NA,"Service Terminated"
"728","JFK","PAP","Port-au-Prince, Haiti",2009,1,26633,1,0,NA,1,1,NA,NA,NA,NA,"Service Established"
"729","JFK","PAP","Port-au-Prince, Haiti",2010,1,23354,1,0,0,0,2,NA,NA,NA,NA,"Service"
"730","JFK","PAP","Port-au-Prince, Haiti",2011,1,30348,1,0,0,0,3,NA,NA,NA,NA,"Service"
"731","JFK","PAP","Port-au-Prince, Haiti",2012,1,43448,1,0,0,0,4,NA,NA,NA,NA,"Service"
"732","JFK","PAP","Port-au-Prince, Haiti",2013,1,56603,1,0,0,0,5,NA,NA,NA,NA,"Service"
"733","JFK","PAP","Port-au-Prince, Haiti",2014,1,54878,1,0,0,0,6,NA,NA,NA,NA,"Service"
"734","JFK","PAP","Port-au-Prince, Haiti",2015,1,13600,1,1,0,0,7,NA,NA,NA,NA,"Service Terminated"
